    ITER          TIME      CPUDT          DT      CFL     DNUM         DIV              MOM              TKE             MASS
       0             0     0.0037   3.500E+00   0.0000   0.0000   0.000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
       1           3.5     9.3463   3.500E+00   0.0000   0.0026   2.069E-11  -7.12588788E-13   9.32295768E-11   2.22073801E-16
       2             7     1.3545   3.500E+00   0.0000   0.0027   2.046E-11   1.71448435E-12   3.72764097E-10   2.22073801E-16
       3          10.5     1.3492   3.500E+00   0.0000   0.0027   2.046E-11   1.24256074E-12   8.38400294E-10   2.22073801E-16
       4            14     1.3543   3.500E+00   0.0001   0.0027   2.183E-11   3.10263772E-12   1.48990942E-09   2.22073801E-16
       5          17.5     1.3497   3.500E+00   0.0001   0.0027   2.092E-11  -3.73354613E-13   2.32702391E-09   2.22073801E-16
       6            21     1.3521   3.500E+00   0.0001   0.0027   2.092E-11   2.20759890E-12   3.34958483E-09   2.22073801E-16
       7          24.5     1.3537   3.500E+00   0.0001   0.0027   2.183E-11   4.59843318E-13   4.55728077E-09   2.22073801E-16
       8            28     1.3536   3.500E+00   0.0001   0.0026   2.183E-11   2.04432456E-12   5.94997029E-09   2.22073801E-16
       9          31.5     1.3530   3.500E+00   0.0001   0.0026   2.183E-11  -1.05700076E-13   7.52707674E-09   2.22073801E-16
      10            35     1.3519   3.500E+00   0.0002   0.0026   2.365E-11  -1.11045071E-12   9.28741617E-09   2.22073801E-16
      11          38.5     1.3466   3.500E+00   0.0002   0.0026   2.638E-11   2.89355454E-12   1.12309761E-08   2.22073801E-16
      12            42     1.3552   3.500E+00   0.0002   0.0026   2.547E-11  -6.65724528E-13   1.33559368E-08   2.22073801E-16
      13          45.5     1.3537   3.500E+00   0.0002   0.0026   2.547E-11   2.47927265E-12   1.56614739E-08   2.22073801E-16
      14            49     1.3476   3.500E+00   0.0002   0.0026   2.547E-11  -1.03153553E-12   1.81451227E-08   2.22073801E-16
      15          52.5     1.3553   3.500E+00   0.0002   0.0026   2.910E-11   4.24180032E-13   2.08070006E-08   2.22073801E-16
      16            56     1.3526   3.500E+00   0.0003   0.0026   2.910E-11  -1.53010157E-12   2.36440592E-08   2.22073801E-16
      17          59.5     1.3511   3.500E+00   0.0003   0.0026   2.956E-11   2.08775640E-12   2.66557336E-08   2.22073801E-16
      18            63     1.3497   3.500E+00   0.0003   0.0026   3.092E-11   8.88432530E-14   2.98390646E-08   2.22073801E-16
      19          66.5     1.3522   3.500E+00   0.0003   0.0026   3.092E-11   2.17869928E-12   3.31929968E-08   2.22073801E-16
      20            70     1.3544   3.500E+00   0.0003   0.0026   3.456E-11  -9.77815647E-14   3.67155373E-08   2.22073801E-16
      21          73.5     1.3539   3.500E+00   0.0003   0.0026   3.820E-11   8.00129169E-13   4.04060856E-08   2.22073801E-16
      22            77     1.3542   3.500E+00   0.0004   0.0026   3.638E-11  -3.29457902E-12   4.42605064E-08   2.22073801E-16
      23          80.5     1.3538   3.500E+00   0.0004   0.0026   3.638E-11  -2.71268858E-12   4.82785261E-08   2.22073801E-16
      24            84     1.3538   3.500E+00   0.0004   0.0026   3.638E-11   2.32666143E-12   5.24559454E-08   2.22073801E-16
      25          87.5     1.3631   3.500E+00   0.0004   0.0026   3.638E-11   5.38878404E-13   5.67922029E-08   2.22073801E-16
      26            91     1.3519   3.500E+00   0.0004   0.0026   3.683E-11   2.07440890E-13   6.12830817E-08   2.22073801E-16
      27          94.5     1.3526   3.500E+00   0.0004   0.0026   3.774E-11  -3.39535989E-13   6.59275088E-08   2.22073801E-16
      28            98     1.3532   3.500E+00   0.0005   0.0026   3.638E-11  -3.24886754E-12   7.07213488E-08   2.22073801E-16
      29         101.5     1.3534   3.500E+00   0.0005   0.0026   4.161E-11  -1.59809869E-13   7.56647296E-08   2.22073801E-16
      30           105     1.3494   3.500E+00   0.0005   0.0026   4.002E-11  -3.50933844E-12   8.07524003E-08   2.22073801E-16
      31         108.5     1.3522   3.500E+00   0.0005   0.0026   4.002E-11  -2.32324208E-12   8.59847589E-08   2.22073801E-16
      32           112     1.3523   3.500E+00   0.0005   0.0026   4.366E-11  -2.98365759E-12   9.13560712E-08   2.22073801E-16
      33         115.5     1.3550   3.500E+00   0.0005   0.0026   4.547E-11  -4.74648532E-12   9.68660459E-08   2.22073801E-16
      34           119     1.3529   3.500E+00   0.0005   0.0026   4.729E-11   2.90129314E-12   1.02508189E-07   2.22073801E-16
      35         122.5     1.3538   3.500E+00   0.0006   0.0026   4.161E-11   3.85967246E-13   1.08283530E-07   2.22073801E-16
      36           126     1.3504   3.500E+00   0.0006   0.0026   4.547E-11  -1.76942640E-12   1.14185532E-07   2.22073801E-16
      37         129.5     1.3524   3.500E+00   0.0006   0.0026   4.729E-11  -1.13186663E-12   1.20214580E-07   2.22073801E-16
      38           133     1.3516   3.500E+00   0.0006   0.0026   4.366E-11  -6.15603976E-13   1.26362920E-07   2.22073801E-16
      39         136.5     1.3550   3.500E+00   0.0006   0.0026   4.729E-11  -2.98113812E-12   1.32629339E-07   2.22073801E-16
      40           140     1.3545   3.500E+00   0.0006   0.0026   5.275E-11  -1.69827992E-13   1.39011320E-07   2.22073801E-16
      41         143.5     1.3533   3.500E+00   0.0007   0.0026   6.003E-11   1.58064208E-12   1.45507173E-07   2.22073801E-16
      42           147     1.3522   3.500E+00   0.0007   0.0026   5.093E-11  -3.44814997E-12   1.52110061E-07   2.22073801E-16
      43         150.5     1.3546   3.500E+00   0.0007   0.0026   5.093E-11  -3.09229703E-12   1.58820939E-07   2.22073801E-16
      44           154     1.3526   3.500E+00   0.0007   0.0026   5.821E-11  -6.83271189E-14   1.65632926E-07   2.22073801E-16
      45         157.5     1.3536   3.500E+00   0.0007   0.0026   5.821E-11  -1.48316038E-12   1.72546521E-07   2.22073801E-16
      46           161     1.3527   3.500E+00   0.0007   0.0026   6.276E-11  -9.18426901E-13   1.79555244E-07   2.22073801E-16
      47         164.5     1.3537   3.500E+00   0.0007   0.0026   5.821E-11  -5.99886902E-15   1.86659463E-07   2.22073801E-16
      48           168     1.3592   3.500E+00   0.0007   0.0026   6.457E-11   6.47158000E-13   1.93852458E-07   2.22073801E-16
      49         171.5     1.3569   3.500E+00   0.0008   0.0026   6.457E-11   3.33777087E-13   2.01135450E-07   2.22073801E-16
      50           175     1.3529   3.500E+00   0.0008   0.0026   6.639E-11  -1.38969804E-12   2.08501646E-07   2.22073801E-16
      51         178.5     1.3530   3.500E+00   0.0008   0.0026   6.548E-11  -2.68749341E-14   2.15951616E-07   2.22073801E-16
      52           182     1.3525   3.500E+00   0.0008   0.0026   6.185E-11  -4.21120604E-13   2.23478281E-07   2.22073801E-16
      53         185.5     1.3552   3.500E+00   0.0008   0.0026   6.264E-11   1.55478690E-12   2.31083021E-07   2.22073801E-16
      54           189     1.3564   3.500E+00   0.0008   0.0026   6.912E-11  -4.21960470E-12   2.38758048E-07   2.22073801E-16
      55         192.5     1.3551   3.500E+00   0.0008   0.0026   6.821E-11  -1.63529173E-12   2.46505294E-07   2.22073801E-16
