    ITER          TIME      CPUDT          DT      CFL     DNUM         DIV              MOM              TKE             MASS
       0             0     0.0030   3.500E+00   0.0000   0.0000   0.000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
       1           3.5    16.4150   3.500E+00   0.0000   0.0026   1.955E-11   2.78789958E-13   9.32657632E-11   2.22120017E-16
       2             7     2.6022   3.500E+00   0.0000   0.0027   2.001E-11   2.73311300E-12   3.72908843E-10   2.22120017E-16
       3          10.5     2.6002   3.500E+00   0.0001   0.0027   2.274E-11   3.21521022E-12   8.38729530E-10   2.22120017E-16
       4            14     2.6085   3.500E+00   0.0001   0.0027   2.137E-11   2.85153997E-12   1.49049129E-09   2.22120017E-16
       5          17.5     2.6029   3.500E+00   0.0001   0.0027   2.274E-11   1.96874635E-12   2.32791542E-09   2.22120017E-16
       6            21     2.5932   3.500E+00   0.0001   0.0027   2.274E-11   3.28060148E-12   3.35091177E-09   2.22120017E-16
       7          24.5     2.5987   3.500E+00   0.0001   0.0027   2.274E-11   1.54031464E-12   4.55903626E-09   2.22120017E-16
       8            28     2.5912   3.500E+00   0.0001   0.0027   2.274E-11   1.56091329E-12   5.95232263E-09   2.22120017E-16
       9          31.5     2.6009   3.500E+00   0.0002   0.0026   2.365E-11   1.20085365E-12   7.53010632E-09   2.22120017E-16
      10            35     2.5993   3.500E+00   0.0002   0.0026   2.365E-11  -6.50727302E-14   9.29104438E-09   2.22120017E-16
      11          38.5     2.5995   3.500E+00   0.0002   0.0026   2.365E-11   2.44512396E-12   1.12354330E-08   2.22120017E-16
      12            42     2.6070   3.500E+00   0.0002   0.0026   2.547E-11  -1.06839857E-13   1.33612925E-08   2.22120017E-16
      13          45.5     2.5986   3.500E+00   0.0002   0.0026   2.547E-11   2.25320522E-12   1.56678190E-08   2.22120017E-16
      14            49     2.5955   3.500E+00   0.0003   0.0026   2.728E-11  -7.05017099E-14   1.81522779E-08   2.22120017E-16
      15          52.5     2.5949   3.500E+00   0.0003   0.0026   2.910E-11   1.64968899E-14   2.08152979E-08   2.22120017E-16
      16            56     2.5895   3.500E+00   0.0003   0.0026   3.092E-11   1.07247783E-12   2.36535858E-08   2.22120017E-16
      17          59.5     2.5990   3.500E+00   0.0003   0.0026   2.910E-11   4.90767474E-13   2.66665712E-08   2.22120017E-16
      18            63     2.5999   3.500E+00   0.0003   0.0026   3.092E-11  -2.19633600E-12   2.98513143E-08   2.22120017E-16
      19          66.5     2.5922   3.500E+00   0.0003   0.0026   3.274E-11   2.77429707E-12   3.32063372E-08   2.22120017E-16
      20            70     2.6114   3.500E+00   0.0004   0.0026   3.092E-11   7.99709257E-13   3.67305404E-08   2.22120017E-16
