    ITER          TIME      CPUDT          DT      CFL     DNUM         DIV              MOM              TKE             MASS
       0             0     0.0027   4.400E+00   0.0000   0.0000   0.000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
       1           4.4    18.9957   4.400E+00   0.0002   0.0034   2.728E-11  -1.19186095E-12   1.21227639E-09   2.22075178E-16
       2           8.8     1.3621   4.400E+00   0.0004   0.0034   3.274E-11   2.38283698E-12   4.84231499E-09   2.22075178E-16
       3          13.2     1.3627   4.400E+00   0.0006   0.0034   5.093E-11  -9.79427856E-14   1.08770193E-08   2.22075178E-16
       4          17.6     1.3627   4.400E+00   0.0008   0.0034   5.821E-11   2.08265740E-12   1.92986676E-08   2.22075178E-16
       5            22     1.3623   4.400E+00   0.0010   0.0034   5.821E-11   1.55358712E-12   3.00834060E-08   2.22075178E-16
       6          26.4     1.3565   4.400E+00   0.0012   0.0034   8.004E-11   6.51447212E-13   4.31992433E-08   2.22075178E-16
       7          30.8     1.3624   4.400E+00   0.0014   0.0034   8.731E-11   4.72305951E-13   5.86085633E-08   2.22075178E-16
       8          35.2     1.3639   4.400E+00   0.0015   0.0034   1.019E-10   1.14225968E-12   7.62656285E-08   2.22075178E-16
       9          39.6     1.3622   4.400E+00   0.0017   0.0034   1.164E-10  -6.81441557E-13   9.61210418E-08   2.22075178E-16
      10            44     1.3683   4.400E+00   0.0019   0.0034   1.164E-10  -3.79572459E-12   1.18117974E-07   2.22075178E-16
      11          48.4     1.3663   4.400E+00   0.0021   0.0034   1.164E-10   1.12747246E-12   1.42191411E-07   2.22075178E-16
      12          52.8     1.3644   4.400E+00   0.0023   0.0034   1.473E-10  -4.20822188E-12   1.68278817E-07   2.22075178E-16
      13          57.2     1.3577   4.400E+00   0.0025   0.0034   1.382E-10  -5.43819980E-12   1.96304626E-07   2.22075178E-16
      14          61.6     1.3589   4.400E+00   0.0026   0.0034   1.746E-10  -3.73999486E-12   2.26192938E-07   2.22075178E-16
      15            66     1.3548   4.400E+00   0.0028   0.0034   2.037E-10  -4.92342170E-13   2.57858687E-07   2.22075178E-16
      16          70.4     1.3648   4.400E+00   0.0030   0.0034   1.746E-10  -2.12863863E-12   2.91219720E-07   2.22075178E-16
      17          74.8     1.3640   4.400E+00   0.0032   0.0034   1.835E-10  -8.73225374E-13   3.26188257E-07   2.22075178E-16
      18          79.2     1.3551   4.400E+00   0.0033   0.0034   2.074E-10  -4.45032119E-12   3.62669994E-07   2.22075178E-16
      19          83.6     1.3616   4.400E+00   0.0035   0.0034   2.328E-10   6.83031214E-13   4.00567529E-07   2.22075178E-16
      20            88     1.3532   4.400E+00   0.0037   0.0034   2.328E-10  -3.78354683E-12   4.39783634E-07   2.22075178E-16
      21          92.4     1.3672   4.400E+00   0.0038   0.0034   2.328E-10  -1.61339583E-12   4.80216386E-07   2.22075178E-16
      22          96.8     1.3608   4.400E+00   0.0040   0.0034   2.328E-10   2.04861383E-13   5.21758125E-07   2.22075178E-16
      23         101.2     1.3562   4.400E+00   0.0041   0.0034   2.474E-10  -5.59910451E-12   5.64314121E-07   2.22075178E-16
      24         105.6     1.3600   4.400E+00   0.0043   0.0034   2.328E-10  -4.04611717E-12   6.07777963E-07   2.22075178E-16
      25           110     1.3572   4.400E+00   0.0044   0.0034   2.910E-10  -4.78775743E-12   6.52039773E-07   2.22075178E-16
      26         114.4     1.3538   4.400E+00   0.0046   0.0034   2.910E-10  -7.81052740E-12   6.96995585E-07   2.22075178E-16
      27         118.8     1.3504   4.400E+00   0.0047   0.0034   2.910E-10  -9.45421801E-13   7.42537509E-07   2.22075178E-16
      28         123.2     1.3603   4.400E+00   0.0049   0.0034   2.910E-10  -5.60267371E-12   7.88560214E-07   2.22075178E-16
      29         127.6     1.3693   4.400E+00   0.0050   0.0035   3.492E-10  -7.25746199E-12   8.34957689E-07   2.22075178E-16
      30           132     1.3522   4.400E+00   0.0051   0.0035   3.492E-10   2.98347761E-12   8.81628864E-07   2.22075178E-16
      31         136.4     1.3551   4.400E+00   0.0052   0.0035   3.492E-10  -4.83610851E-12   9.28468523E-07   2.22075178E-16
      32         140.8     1.3507   4.400E+00   0.0054   0.0035   3.492E-10   9.82614733E-14   9.75378043E-07   2.22075178E-16
      33         145.2     1.3614   4.400E+00   0.0055   0.0035   3.492E-10  -4.76052271E-12   1.02225192E-06   2.22075178E-16
      34         149.6     1.3633   4.400E+00   0.0056   0.0035   3.783E-10  -4.08049072E-12   1.06899483E-06   2.22075178E-16
      35           154     1.3532   4.400E+00   0.0057   0.0035   4.657E-10   1.63949095E-13   1.11553265E-06   2.22075178E-16
      36         158.4     1.3631   4.400E+00   0.0058   0.0035   3.711E-10  -5.76491329E-13   1.16176454E-06   2.22075178E-16
      37         162.8     1.3616   4.400E+00   0.0059   0.0035   4.075E-10  -7.88221398E-12   1.20760342E-06   2.22075178E-16
      38         167.2     1.3620   4.400E+00   0.0060   0.0035   3.783E-10  -1.52437264E-12   1.25296947E-06   2.22075178E-16
      39         171.6     1.3549   4.400E+00   0.0061   0.0035   3.492E-10  -2.33667946E-12   1.29778255E-06   2.22075178E-16
