    ITER          TIME      CPUDT          DT      CFL     DNUM         DIV              MOM              TKE             MASS
       0             0     0.0041   4.400E+00   0.0000   0.0000   0.000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
       1           4.4    31.0254   4.400E+00   0.0002   0.0034   2.728E-11   2.44033613E-12   1.21215382E-09   2.22120017E-16
       2           8.8     2.6000   4.400E+00   0.0004   0.0034   3.001E-11   2.72499384E-12   4.84182294E-09   2.22120017E-16
       3          13.2     2.5967   4.400E+00   0.0006   0.0034   4.366E-11   6.15326529E-13   1.08759384E-08   2.22120017E-16
       4          17.6     2.5987   4.400E+00   0.0008   0.0034   5.821E-11   1.90404116E-12   1.92966869E-08   2.22120017E-16
       5            22     2.6064   4.400E+00   0.0010   0.0034   5.821E-11   2.35140683E-13   3.00805567E-08   2.22120017E-16
       6          26.4     2.6044   4.400E+00   0.0012   0.0034   8.731E-11   2.94036063E-12   4.31949339E-08   2.22120017E-16
       7          30.8     2.5967   4.400E+00   0.0013   0.0034   8.731E-11  -1.10326700E-12   5.86030104E-08   2.22120017E-16
       8          35.2     2.5967   4.400E+00   0.0015   0.0034   9.277E-11   2.01630986E-12   7.62578836E-08   2.22120017E-16
       9          39.6     2.5925   4.400E+00   0.0017   0.0034   1.019E-10  -1.59463436E-12   9.61118474E-08   2.22120017E-16
      10            44     2.6080   4.400E+00   0.0019   0.0034   1.164E-10  -3.57502613E-12   1.18107195E-07   2.22120017E-16
      11          48.4     2.6022   4.400E+00   0.0021   0.0034   1.164E-10  -2.29690702E-12   1.42177214E-07   2.22120017E-16
      12          52.8     2.6152   4.400E+00   0.0023   0.0034   1.237E-10  -2.76040952E-12   1.68263099E-07   2.22120017E-16
      13          57.2     2.6092   4.400E+00   0.0025   0.0034   1.673E-10   3.56536784E-12   1.96287161E-07   2.22120017E-16
      14          61.6     2.6052   4.400E+00   0.0026   0.0034   1.455E-10   1.61057636E-12   2.26173754E-07   2.22120017E-16
      15            66     2.5972   4.400E+00   0.0028   0.0034   1.746E-10  -2.02083901E-12   2.57836092E-07   2.22120017E-16
      16          70.4     2.5993   4.400E+00   0.0030   0.0034   1.746E-10  -1.04080380E-13   2.91193800E-07   2.22120017E-16
      17          74.8     2.5917   4.400E+00   0.0032   0.0034   1.819E-10   3.00981267E-12   3.26161000E-07   2.22120017E-16
      18          79.2     2.5999   4.400E+00   0.0033   0.0034   2.328E-10   3.66860839E-12   3.62641572E-07   2.22120017E-16
      19          83.6     2.5986   4.400E+00   0.0035   0.0034   2.037E-10   5.66782168E-12   4.00537942E-07   2.22120017E-16
      20            88     2.5992   4.400E+00   0.0037   0.0034   2.328E-10  -1.66798552E-12   4.39753137E-07   2.22120017E-16
      21          92.4     2.5949   4.400E+00   0.0038   0.0034   2.328E-10  -1.60061829E-12   4.80185292E-07   2.22120017E-16
      22          96.8     2.5920   4.400E+00   0.0040   0.0034   2.328E-10  -5.03017159E-12   5.21719926E-07   2.22120017E-16
      23         101.2     2.5944   4.400E+00   0.0041   0.0034   2.328E-10  -6.34272452E-12   5.64275524E-07   2.22120017E-16
      24         105.6     2.6025   4.400E+00   0.0043   0.0034   2.328E-10  -7.05503017E-12   6.07740276E-07   2.22120017E-16
      25           110     2.5912   4.400E+00   0.0044   0.0034   2.692E-10  -2.12587933E-12   6.52003109E-07   2.22120017E-16
      26         114.4     2.6012   4.400E+00   0.0046   0.0034   2.474E-10  -3.24070913E-12   6.96960456E-07   2.22120017E-16
      27         118.8     2.5927   4.400E+00   0.0047   0.0034   2.910E-10  -2.49283016E-12   7.42503971E-07   2.22120017E-16
      28         123.2     2.5990   4.400E+00   0.0048   0.0034   2.910E-10  -7.32911822E-12   7.88529007E-07   2.22120017E-16
      29         127.6     2.6025   4.400E+00   0.0050   0.0034   2.910E-10  -7.18562536E-12   8.34929438E-07   2.22120017E-16
      30           132     2.5979   4.400E+00   0.0051   0.0035   2.910E-10   1.06809863E-12   8.81603853E-07   2.22120017E-16
      31         136.4     2.6015   4.400E+00   0.0052   0.0035   3.056E-10  -1.31435227E-13   9.28447548E-07   2.22120017E-16
      32         140.8     2.6010   4.400E+00   0.0053   0.0035   2.910E-10   4.90929433E-12   9.75361786E-07   2.22120017E-16
      33         145.2     2.5966   4.400E+00   0.0055   0.0035   3.056E-10   3.47622473E-12   1.02223805E-06   2.22120017E-16
      34         149.6     2.5945   4.400E+00   0.0056   0.0035   3.492E-10  -2.80171177E-12   1.06897426E-06   2.22120017E-16
      35           154     2.5969   4.400E+00   0.0057   0.0035   3.492E-10  -4.40928891E-12   1.11551878E-06   2.22120017E-16
      36         158.4     2.5955   4.400E+00   0.0058   0.0035   3.783E-10  -8.22060996E-12   1.16175841E-06   2.22120017E-16
      37         162.8     2.5984   4.400E+00   0.0059   0.0035   3.492E-10   1.07719294E-11   1.20760569E-06   2.22120017E-16
      38         167.2     2.5986   4.400E+00   0.0060   0.0035   3.492E-10  -1.91465897E-12   1.25298050E-06   2.22120017E-16
      39         171.6     2.5840   4.400E+00   0.0061   0.0035   3.565E-10   9.42632344E-12   1.29780335E-06   2.22120017E-16
      40           176     2.6048   4.400E+00   0.0061   0.0035   3.492E-10   1.40373542E-12   1.34200127E-06   2.22120017E-16
      41         180.4     2.6059   4.400E+00   0.0062   0.0035   4.657E-10  -3.85973241E-12   1.38550320E-06   2.22120017E-16
      42         184.8     2.5977   4.400E+00   0.0063   0.0035   4.075E-10  -9.20214512E-12   1.42824570E-06   2.22120017E-16
      43         189.2     2.6002   4.400E+00   0.0064   0.0035   3.783E-10  -1.34945761E-11   1.47016715E-06   2.22120017E-16
      44         193.6     2.6018   4.400E+00   0.0064   0.0035   4.657E-10  -1.11274228E-11   1.51121469E-06   2.22120017E-16
      45           198     2.5955   4.400E+00   0.0065   0.0035   3.492E-10  -7.31874023E-12   1.55133512E-06   2.22120017E-16
      46         202.4     2.5940   4.400E+00   0.0066   0.0035   4.657E-10  -2.63236373E-12   1.59048420E-06   2.22120017E-16
      47         206.8     2.5946   4.400E+00   0.0066   0.0035   4.657E-10  -2.12174007E-12   1.62862091E-06   2.22120017E-16
      48         211.2     2.5941   4.400E+00   0.0066   0.0035   4.657E-10   4.38301392E-12   1.66571033E-06   2.22120017E-16
      49         215.6     2.5919   4.400E+00   0.0067   0.0035   4.657E-10   1.06347949E-12   1.70172143E-06   2.22120017E-16
      50           220     2.5955   4.400E+00   0.0068   0.0035   4.657E-10  -3.03968699E-12   1.73662932E-06   2.22120017E-16
      51         224.4     2.5928   4.400E+00   0.0068   0.0036   4.657E-10  -8.99698371E-12   1.77041352E-06   2.22120017E-16
      52         228.8     2.5997   4.400E+00   0.0069   0.0036   4.657E-10   9.71552873E-12   1.80305881E-06   2.22120017E-16
