    ITER          TIME      CPUDT          DT      CFL     DNUM         DIV              MOM              TKE             MASS
       0             0     0.0051   3.500E+00   0.0000   0.0000   0.000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
       1           3.5    25.5544   3.500E+00   0.0000   0.0026   1.910E-11  -2.58248132E-12   9.30923255E-11   2.22120017E-16
       2             7     2.3120   3.500E+00   0.0000   0.0027   1.864E-11   8.78495952E-13   3.72258807E-10   2.22120017E-16
       3          10.5     2.3155   3.500E+00   0.0001   0.0027   1.955E-11   5.63743713E-13   8.37327430E-10   2.22120017E-16
       4            14     2.3145   3.500E+00   0.0001   0.0027   1.819E-11   3.83729290E-12   1.48810997E-09   2.22120017E-16
       5          17.5     2.3138   3.500E+00   0.0001   0.0027   2.092E-11   2.64677603E-13   2.32441888E-09   2.22120017E-16
       6            21     2.3117   3.500E+00   0.0001   0.0027   2.228E-11   4.51168963E-12   3.34627215E-09   2.22120017E-16
       7          24.5     2.3125   3.500E+00   0.0001   0.0027   2.092E-11   2.47941880E-12   4.55316806E-09   2.22120017E-16
       8            28     2.3148   3.500E+00   0.0001   0.0027   2.183E-11   6.21568335E-12   5.94545080E-09   2.22120017E-16
       9          31.5     2.3139   3.500E+00   0.0002   0.0026   2.183E-11  -2.09504506E-12   7.52274953E-09   2.22120017E-16
      10            35     2.3147   3.500E+00   0.0002   0.0026   2.183E-11  -2.03138201E-12   9.28449762E-09   2.22120017E-16
      11          38.5     2.3110   3.500E+00   0.0002   0.0026   2.183E-11   8.48839973E-14   1.12314664E-08   2.22120017E-16
      12            42     2.3104   3.500E+00   0.0002   0.0026   2.547E-11  -1.52815195E-12   1.33631568E-08   2.22120017E-16
      13          45.5     2.3148   3.500E+00   0.0002   0.0026   2.547E-11  -4.16607200E-12   1.56793991E-08   2.22120017E-16
      14            49     2.3124   3.500E+00   0.0003   0.0026   2.547E-11   3.44005152E-13   1.81790885E-08   2.22120017E-16
      15          52.5     2.3167   3.500E+00   0.0003   0.0026   2.728E-11  -1.95649378E-12   2.08635971E-08   2.22120017E-16
      16            56     2.3152   3.500E+00   0.0003   0.0026   2.910E-11  -5.68085401E-13   2.37315589E-08   2.22120017E-16
      17          59.5     2.3111   3.500E+00   0.0003   0.0026   2.910E-11   5.51033611E-13   2.67829030E-08   2.22120017E-16
      18            63     2.3130   3.500E+00   0.0003   0.0026   2.910E-11   1.96426968E-12   3.00165688E-08   2.22120017E-16
      19          66.5     2.3126   3.500E+00   0.0003   0.0026   2.728E-11  -1.47986105E-12   3.34303181E-08   2.22120017E-16
      20            70     2.3120   3.500E+00   0.0004   0.0026   3.274E-11   9.32231722E-13   3.70261866E-08   2.22120017E-16
      21          73.5     2.3133   3.500E+00   0.0004   0.0026   3.274E-11  -2.98688201E-12   4.08018686E-08   2.22120017E-16
      22            77     2.3111   3.500E+00   0.0004   0.0026   3.638E-11  -3.25751340E-12   4.47550832E-08   2.22120017E-16
      23          80.5     2.3125   3.500E+00   0.0004   0.0026   3.092E-11  -2.32636149E-13   4.88850596E-08   2.22120017E-16
      24            84     2.3094   3.500E+00   0.0004   0.0026   3.274E-11  -1.13984516E-12   5.31892042E-08   2.22120017E-16
      25          87.5     2.3130   3.500E+00   0.0004   0.0026   3.638E-11  -1.87202207E-12   5.76662416E-08   2.22120017E-16
      26            91     2.3068   3.500E+00   0.0005   0.0026   3.638E-11  -3.38728394E-12   6.23135037E-08   2.22120017E-16
      27          94.5     2.3108   3.500E+00   0.0005   0.0026   3.638E-11  -3.47934402E-14   6.71265852E-08   2.22120017E-16
      28            98     2.3100   3.500E+00   0.0005   0.0026   3.638E-11   6.52302038E-14   7.21076745E-08   2.22120017E-16
      29         101.5     2.3110   3.500E+00   0.0005   0.0026   3.638E-11  -1.93417049E-12   7.72532260E-08   2.22120017E-16
      30           105     2.3132   3.500E+00   0.0005   0.0026   4.184E-11  -1.10250220E-12   8.25598150E-08   2.22120017E-16
      31         108.5     2.3147   3.500E+00   0.0005   0.0026   4.366E-11   2.23565849E-12   8.80255442E-08   2.22120017E-16
      32           112     2.3135   3.500E+00   0.0006   0.0026   4.002E-11  -8.11587017E-13   9.36453475E-08   2.22120017E-16
      33         115.5     2.3166   3.500E+00   0.0006   0.0026   4.002E-11   2.64569616E-12   9.94169227E-08   2.22120017E-16
      34           119     2.3171   3.500E+00   0.0006   0.0026   4.366E-11  -5.20695856E-12   1.05334600E-07   2.22120017E-16
      35         122.5     2.3106   3.500E+00   0.0006   0.0026   4.366E-11   1.14858849E-12   1.11398300E-07   2.22120017E-16
