    ITER          TIME      CPUDT          DT      CFL     DNUM         DIV              MOM              TKE             MASS
       0             0     0.0014   5.100E+00   0.0000   0.0000   0.000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
       1           5.1    17.0454   5.100E+00   0.0001   0.0038   2.865E-11   2.48179970E-12   6.18075868E-10   2.22073801E-16
       2          10.2     1.3764   5.100E+00   0.0002   0.0038   3.274E-11   1.11458992E-13   2.46835352E-09   2.22073801E-16
       3          15.3     1.3762   5.100E+00   0.0003   0.0038   3.638E-11   1.67821367E-12   5.54133939E-09   2.22073801E-16
       4          20.4     1.3756   5.100E+00   0.0004   0.0038   4.002E-11   6.80181768E-13   9.82573756E-09   2.22073801E-16
       5          25.5     1.3743   5.100E+00   0.0005   0.0038   4.002E-11   3.54386204E-12   1.53085278E-08   2.22073801E-16
       6          30.6     1.3764   5.100E+00   0.0006   0.0038   5.093E-11   3.76998953E-12   2.19765273E-08   2.22073801E-16
       7          35.7     1.3739   5.100E+00   0.0007   0.0038   5.093E-11   4.18421130E-13   2.98123979E-08   2.22073801E-16
       8          40.8     1.3779   5.100E+00   0.0009   0.0038   5.457E-11  -2.95096369E-12   3.88002093E-08   2.22073801E-16
       9          45.9     1.3781   5.100E+00   0.0010   0.0038   6.185E-11   2.95258349E-12   4.89185936E-08   2.22073801E-16
      10            51     1.3746   5.100E+00   0.0011   0.0038   5.821E-11  -9.67257632E-13   6.01475136E-08   2.22073801E-16
      11          56.1     1.3783   5.100E+00   0.0012   0.0038   6.185E-11   9.41702445E-13   7.24560678E-08   2.22073801E-16
      12          61.2     1.3759   5.100E+00   0.0013   0.0038   7.276E-11   1.79372186E-12   8.58236788E-08   2.22073801E-16
      13          66.3     1.3999   5.100E+00   0.0014   0.0038   7.276E-11  -6.07271525E-12   1.00214393E-07   2.22073801E-16
      14          71.4     1.3772   5.100E+00   0.0015   0.0038   7.640E-11  -1.23132787E-12   1.15600777E-07   2.22073801E-16
      15          76.5     1.3796   5.100E+00   0.0016   0.0038   8.822E-11   5.35435064E-12   1.31941093E-07   2.22073801E-16
      16          81.6     1.3763   5.100E+00   0.0017   0.0038   8.868E-11  -9.29044819E-13   1.49210251E-07   2.22073801E-16
      17          86.7     1.3720   5.100E+00   0.0018   0.0038   9.459E-11   5.31835730E-12   1.67364760E-07   2.22073801E-16
      18          91.8     1.3750   5.100E+00   0.0019   0.0038   1.019E-10  -1.22313340E-11   1.86369277E-07   2.22073801E-16
      19          96.9     1.3775   5.100E+00   0.0020   0.0038   1.019E-10  -3.98924790E-13   2.06178996E-07   2.22073801E-16
      20           102     1.3762   5.100E+00   0.0021   0.0038   1.164E-10  -4.79909522E-14   2.26757564E-07   2.22073801E-16
      21         107.1     1.3780   5.100E+00   0.0021   0.0038   1.164E-10  -6.12412551E-12   2.48058711E-07   2.22073801E-16
      22         112.2     1.3746   5.100E+00   0.0022   0.0038   1.164E-10  -8.59757925E-12   2.70036139E-07   2.22073801E-16
      23         117.3     1.3765   5.100E+00   0.0023   0.0038   1.164E-10   8.08527561E-13   2.92654079E-07   2.22073801E-16
      24         122.4     1.3755   5.100E+00   0.0024   0.0038   1.164E-10  -5.89928800E-12   3.15869244E-07   2.22073801E-16
      25         127.5     1.3795   5.100E+00   0.0025   0.0038   1.310E-10   4.89627696E-12   3.39630105E-07   2.22073801E-16
      26         132.6     1.3757   5.100E+00   0.0026   0.0038   1.255E-10   7.38700767E-13   3.63898522E-07   2.22073801E-16
      27         137.7     1.3741   5.100E+00   0.0027   0.0038   1.237E-10   1.20409303E-12   3.88623647E-07   2.22073801E-16
      28         142.8     1.3783   5.100E+00   0.0027   0.0038   1.455E-10  -1.47692156E-12   4.13767225E-07   2.22073801E-16
      29         147.9     1.3745   5.100E+00   0.0028   0.0038   1.455E-10  -3.86891083E-12   4.39278523E-07   2.22073801E-16
      30           153     1.3756   5.100E+00   0.0029   0.0038   1.328E-10   3.55205036E-12   4.65119882E-07   2.22073801E-16
      31         158.1     1.3752   5.100E+00   0.0030   0.0038   1.492E-10  -1.79618137E-12   4.91242190E-07   2.22073801E-16
      32         163.2     1.3730   5.100E+00   0.0031   0.0038   1.746E-10  -3.42847365E-12   5.17598835E-07   2.22073801E-16
      33         168.3     1.3746   5.100E+00   0.0031   0.0038   1.510E-10  -2.79319341E-12   5.44155512E-07   2.22073801E-16
