    ITER          TIME      CPUDT          DT      CFL     DNUM         DIV              MOM              TKE             MASS
       0             0     0.0020   3.500E+00   0.0000   0.0000   0.000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
       1           3.5     6.6835   3.500E+00   0.0000   0.0026   1.933E-11  -1.38075597E-12   9.32649860E-11   2.22017050E-16
       2             7     0.5511   3.500E+00   0.0000   0.0027   2.069E-11   5.98500980E-12   3.72949088E-10   2.22017050E-16
       3          10.5     0.5478   3.500E+00   0.0000   0.0027   1.864E-11   1.91608751E-12   8.38877856E-10   2.22017050E-16
       4            14     0.5484   3.500E+00   0.0001   0.0027   1.955E-11   4.64304203E-12   1.49087165E-09   2.22017050E-16
       5          17.5     0.5507   3.500E+00   0.0001   0.0027   1.955E-11   3.59212280E-13   2.32876474E-09   2.22017050E-16
       6            21     0.5493   3.500E+00   0.0001   0.0027   1.910E-11   3.06833899E-12   3.35246919E-09   2.22017050E-16
       7          24.5     0.5491   3.500E+00   0.0001   0.0027   2.183E-11  -4.70086372E-13   4.56168836E-09   2.22017050E-16
       8            28     0.5482   3.500E+00   0.0001   0.0026   2.092E-11   1.85783485E-12   5.95649219E-09   2.22017050E-16
       9          31.5     0.5498   3.500E+00   0.0001   0.0026   2.001E-11  -6.95156443E-13   7.53665752E-09   2.22017050E-16
      10            35     0.5508   3.500E+00   0.0002   0.0026   2.001E-11  -6.61000389E-13   9.30185440E-09   2.22017050E-16
      11          38.5     0.5489   3.500E+00   0.0002   0.0026   2.001E-11   5.36823800E-14   1.12523582E-08   2.22017050E-16
      12            42     0.5482   3.500E+00   0.0002   0.0026   2.365E-11   1.07462997E-12   1.33879041E-08   2.22017050E-16
      13          45.5     0.5504   3.500E+00   0.0002   0.0026   2.183E-11  -2.56204194E-12   1.57083022E-08   2.22017050E-16
      14            49     0.5492   3.500E+00   0.0002   0.0026   2.183E-11  -1.15553210E-13   1.82131021E-08   2.22017050E-16
      15          52.5     0.5488   3.500E+00   0.0002   0.0026   2.638E-11  -2.18120379E-12   2.09024584E-08   2.22017050E-16
      16            56     0.5479   3.500E+00   0.0003   0.0026   2.728E-11  -2.41321004E-12   2.37755238E-08   2.22017050E-16
      17          59.5     0.5489   3.500E+00   0.0003   0.0026   2.683E-11   4.12092317E-13   2.68322875E-08   2.22017050E-16
      18            63     0.5484   3.500E+00   0.0003   0.0026   2.728E-11  -5.77841065E-14   3.00716643E-08   2.22017050E-16
      19          66.5     0.5491   3.500E+00   0.0003   0.0026   3.092E-11   3.24384356E-12   3.34927215E-08   2.22017050E-16
      20            70     0.5471   3.500E+00   0.0003   0.0026   2.728E-11  -3.49356134E-12   3.70948143E-08   2.22017050E-16
      21          73.5     0.5483   3.500E+00   0.0003   0.0026   3.456E-11   2.96497115E-12   4.08770120E-08   2.22017050E-16
      22            77     0.5485   3.500E+00   0.0004   0.0026   3.092E-11  -1.85501527E-12   4.48370017E-08   2.22017050E-16
      23          80.5     0.5503   3.500E+00   0.0004   0.0026   3.092E-11   1.90629066E-12   4.89739982E-08   2.22017050E-16
      24            84     0.5505   3.500E+00   0.0004   0.0026   3.274E-11  -1.35350986E-12   5.32854081E-08   2.22017050E-16
      25          87.5     0.5504   3.500E+00   0.0004   0.0026   3.638E-11  -8.36497321E-13   5.77699275E-08   2.22017050E-16
      26            91     0.5478   3.500E+00   0.0004   0.0026   3.638E-11  -4.63573104E-12   6.24248742E-08   2.22017050E-16
      27          94.5     0.5493   3.500E+00   0.0004   0.0026   3.638E-11  -1.23011313E-12   6.72485498E-08   2.22017050E-16
      28            98     0.5495   3.500E+00   0.0004   0.0026   3.638E-11   1.14008510E-12   7.22376612E-08   2.22017050E-16
      29         101.5     0.5484   3.500E+00   0.0005   0.0026   3.638E-11  -9.02049973E-13   7.73913627E-08   2.22017050E-16
      30           105     0.5504   3.500E+00   0.0005   0.0026   3.820E-11  -4.86307305E-12   8.27062436E-08   2.22017050E-16
      31         108.5     0.5487   3.500E+00   0.0005   0.0026   3.638E-11  -1.99415918E-12   8.81804638E-08   2.22017050E-16
      32           112     0.5500   3.500E+00   0.0005   0.0026   3.638E-11  -2.99142612E-12   9.38088576E-08   2.22017050E-16
      33         115.5     0.5499   3.500E+00   0.0005   0.0026   3.928E-11   1.93519029E-12   9.95892933E-08   2.22017050E-16
      34           119     0.5505   3.500E+00   0.0005   0.0026   3.774E-11   9.36273520E-13   1.05515774E-07   2.22017050E-16
      35         122.5     0.5510   3.500E+00   0.0005   0.0026   4.366E-11   3.62966081E-12   1.11588498E-07   2.22017050E-16
      36           126     0.5543   3.500E+00   0.0006   0.0026   4.184E-11  -4.39768100E-12   1.17801328E-07   2.22017050E-16
      37         129.5     0.5496   3.500E+00   0.0006   0.0026   4.002E-11  -3.09312190E-12   1.24153800E-07   2.22017050E-16
      38           133     0.5494   3.500E+00   0.0006   0.0026   4.093E-11   7.70482723E-12   1.30637702E-07   2.22017050E-16
      39         136.5     0.5546   3.500E+00   0.0006   0.0026   4.275E-11  -2.49358000E-12   1.37253764E-07   2.22017050E-16
