    ITER          TIME      CPUDT          DT      CFL     DNUM         DIV              MOM              TKE             MASS
       0             0     0.0022   5.100E+00   0.0000   0.0000   0.000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
       1           5.1     6.7174   5.100E+00   0.0001   0.0038   2.456E-11  -1.74471115E-12   6.17234042E-10   2.22028577E-16
       2          10.2     0.5220   5.100E+00   0.0002   0.0038   3.001E-11   5.10032858E-12   2.46500220E-09   2.22028577E-16
       3          15.3     0.5286   5.100E+00   0.0003   0.0038   3.638E-11  -2.14519570E-12   5.53383783E-09   2.22028577E-16
       4          20.4     0.5251   5.100E+00   0.0004   0.0038   3.638E-11  -2.24009765E-12   9.81249570E-09   2.22028577E-16
       5          25.5     0.5223   5.100E+00   0.0005   0.0038   3.638E-11  -7.89031275E-13   1.52878048E-08   2.22028577E-16
       6          30.6     0.5236   5.100E+00   0.0006   0.0038   3.638E-11   9.17832997E-12   2.19469083E-08   2.22028577E-16
       7          35.7     0.5228   5.100E+00   0.0007   0.0038   3.820E-11   2.78527505E-12   2.97721510E-08   2.22028577E-16
       8          40.8     0.5247   5.100E+00   0.0008   0.0038   5.093E-11  -3.66290955E-13   3.87481727E-08   2.22028577E-16
       9          45.9     0.5238   5.100E+00   0.0009   0.0038   4.729E-11  -2.26445316E-12   4.88528720E-08   2.22028577E-16
      10            51     0.5233   5.100E+00   0.0011   0.0038   5.093E-11   3.90862299E-12   6.00666610E-08   2.22028577E-16
      11          56.1     0.5243   5.100E+00   0.0012   0.0038   5.093E-11  -1.12878318E-11   7.23594908E-08   2.22028577E-16
      12          61.2     0.5228   5.100E+00   0.0013   0.0038   7.276E-11  -2.42234347E-13   8.57092459E-08   2.22028577E-16
      13          66.3     0.5241   5.100E+00   0.0014   0.0038   6.548E-11  -7.84220171E-12   1.00080797E-07   2.22028577E-16
      14          71.4     0.5271   5.100E+00   0.0015   0.0038   6.548E-11  -1.72839423E-12   1.15446745E-07   2.22028577E-16
      15          76.5     0.5283   5.100E+00   0.0016   0.0038   7.276E-11   2.38922966E-12   1.31767095E-07   2.22028577E-16
