    ITER          TIME      CPUDT          DT      CFL     DNUM         DIV              MOM              TKE             MASS
       0             0     0.0088   5.100E+00   0.0000   0.0000   0.000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
       1           5.1    59.6983   5.100E+00   0.0001   0.0038   3.001E-11   1.14726121E-12   6.18294582E-10   2.22105221E-16
       2          10.2     5.6419   5.100E+00   0.0002   0.0038   3.456E-11   1.71087753E-13   2.46922971E-09   2.22105221E-16
       3          15.3     5.6463   5.100E+00   0.0003   0.0038   3.274E-11   1.60129310E-12   5.54337198E-09   2.22105221E-16
       4          20.4     5.6465   5.100E+00   0.0004   0.0038   3.638E-11  -2.21175313E-12   9.82924409E-09   2.22105221E-16
       5          25.5     5.6443   5.100E+00   0.0005   0.0038   4.729E-11   4.25076857E-12   1.53145230E-08   2.22105221E-16
       6          30.6     5.6521   5.100E+00   0.0006   0.0038   4.411E-11   2.97329457E-12   2.19846363E-08   2.22105221E-16
       7          35.7     5.6378   5.100E+00   0.0007   0.0038   5.457E-11  -1.11578966E-13   2.98240579E-08   2.22105221E-16
       8          40.8     5.6408   5.100E+00   0.0008   0.0038   5.821E-11  -3.72318322E-12   3.88141146E-08   2.22105221E-16
       9          45.9     5.6397   5.100E+00   0.0009   0.0038   5.821E-11   1.53397087E-12   4.89371530E-08   2.22105221E-16
      10            51     5.6594   5.100E+00   0.0010   0.0038   5.821E-11  -1.69249098E-12   6.01711889E-08   2.22105221E-16
      11          56.1     5.6533   5.100E+00   0.0011   0.0038   6.730E-11  -3.13404923E-12   7.24816829E-08   2.22105221E-16
      12          61.2     5.6498   5.100E+00   0.0012   0.0038   7.276E-11  -7.64105955E-13   8.58555609E-08   2.22105221E-16
      13          66.3     5.6418   5.100E+00   0.0013   0.0038   8.731E-11  -5.43503523E-12   1.00253011E-07   2.22105221E-16
      14          71.4     5.6521   5.100E+00   0.0014   0.0038   8.276E-11  -1.89420289E-12   1.15646564E-07   2.22105221E-16
      15          76.5     5.6506   5.100E+00   0.0015   0.0038   8.731E-11   3.32301352E-12   1.31987179E-07   2.22105221E-16
      16          81.6     5.6451   5.100E+00   0.0016   0.0038   8.777E-11  -2.79247350E-12   1.49264579E-07   2.22105221E-16
      17          86.7     5.6386   5.100E+00   0.0017   0.0038   1.019E-10   4.93155039E-12   1.67428041E-07   2.22105221E-16
      18          91.8     5.6402   5.100E+00   0.0018   0.0038   1.091E-10  -1.13557393E-11   1.86441923E-07   2.22105221E-16
      19          96.9     5.6348   5.100E+00   0.0019   0.0038   1.019E-10  -4.51036994E-12   2.06261419E-07   2.22105221E-16
      20           102     5.6427   5.100E+00   0.0020   0.0038   1.164E-10  -6.87350404E-13   2.26850204E-07   2.22105221E-16
      21         107.1     5.6354   5.100E+00   0.0021   0.0038   1.064E-10  -2.45713687E-13   2.48162166E-07   2.22105221E-16
      22         112.2     5.6481   5.100E+00   0.0022   0.0038   1.164E-10  -5.74535688E-12   2.70136297E-07   2.22105221E-16
